Tarih,TP_DK_EUR_A_YTL
2024-01-04,32.5431
2024-01-05,32.569
2024-01-06,
2024-01-07,
2024-01-08,32.4987
2024-01-09,32.6401
2024-01-10,32.7049
2024-01-11,32.724
2024-01-12,32.88
2024-01-13,
2024-01-14,
2024-01-15,32.9124
2024-01-16,32.9036
2024-01-17,32.751
2024-01-18,32.6911
2024-01-19,32.7618
2024-01-20,
2024-01-21,
2024-01-22,32.7771
2024-01-23,32.881
2024-01-24,32.9087
2024-01-25,32.8837
2024-01-26,32.9166
2024-01-27,
2024-01-28,
2024-01-29,32.7904
2024-01-30,32.8013
2024-01-31,32.8144
2024-02-01,32.7884
2024-02-02,32.7217
2024-02-03,
2024-02-04,
2024-02-05,33.0537
2024-02-06,32.8052
2024-02-07,32.7691
2024-02-08,32.8771
2024-02-09,32.9071
2024-02-10,
2024-02-11,
2024-02-12,32.9634
2024-02-13,33.0244
2024-02-14,33.034
2024-02-15,32.851
2024-02-16,32.9473
2024-02-17,
2024-02-18,
2024-02-19,33.0805
2024-02-20,33.2036
2024-02-21,33.264
2024-02-22,33.3931
2024-02-23,33.6051
2024-02-24,
2024-02-25,
2024-02-26,33.562
2024-02-27,33.6453
2024-02-28,33.7284
2024-02-29,33.6543
2024-03-01,33.7686
2024-03-02,
2024-03-03,
2024-03-04,33.7797
2024-03-05,34.0791
2024-03-06,34.2228
2024-03-07,34.4186
2024-03-08,34.6296
2024-03-09,
2024-03-10,
2024-03-11,34.8478
2024-03-12,34.9442
2024-03-13,34.9675
2024-03-14,35.0183
2024-03-15,35.0739
2024-03-16,
2024-03-17,
2024-03-18,34.9733
2024-03-19,35.1355
2024-03-20,35.0236
2024-03-21,35.082
2024-03-22,35.2734
2024-03-23,
2024-03-24,
2024-03-25,34.5875
2024-03-26,34.6819
2024-03-27,34.8336
2024-03-28,34.8285
2024-03-29,34.8189
2024-03-30,
2024-03-31,
2024-04-01,34.8023
2024-04-02,34.8992
2024-04-03,34.5081
2024-04-04,34.4097
2024-04-05,34.5629
2024-04-06,
2024-04-07,
2024-04-08,34.5892
2024-04-09,34.659
2024-04-10,
2024-04-11,
2024-04-12,
2024-04-13,
2024-04-14,
2024-04-15,34.659
2024-04-16,34.4475
2024-04-17,34.4266
2024-04-18,34.5266
2024-04-19,34.6559
2024-04-20,
2024-04-21,
2024-04-22,34.6254
2024-04-23,
2024-04-24,34.6207
2024-04-25,34.7084
2024-04-26,34.8231
2024-04-27,
2024-04-28,
2024-04-29,34.8255
2024-04-30,34.6487
2024-05-01,
2024-05-02,34.623
2024-05-03,34.6073
2024-05-04,
2024-05-05,
2024-05-06,34.6335
2024-05-07,34.6993
2024-05-08,34.6708
2024-05-09,34.6075
2024-05-10,34.5334
2024-05-11,
2024-05-12,
2024-05-13,34.66
2024-05-14,34.6591
2024-05-15,34.7388
2024-05-16,34.8985
2024-05-17,34.9622
2024-05-18,
2024-05-19,
2024-05-20,34.9265
2024-05-21,34.9565
2024-05-22,34.9438
2024-05-23,34.8394
2024-05-24,34.8413
2024-05-25,
2024-05-26,
2024-05-27,34.8089
2024-05-28,34.882
2024-05-29,34.9383
2024-05-30,34.918
2024-05-31,34.8654
2024-06-01,
2024-06-02,
2024-06-03,34.8283
2024-06-04,34.8607
2024-06-05,35.1019
2024-06-06,35.2869
2024-06-07,34.9997
2024-06-08,
2024-06-09,
2024-06-10,35.0641
2024-06-11,34.8022
2024-06-12,34.7345
2024-06-13,34.7349
2024-06-14,34.8106
2024-06-15,
2024-06-16,
2024-06-17,
2024-06-18,
2024-06-19,
2024-06-20,34.7319
2024-06-21,34.929
2024-06-22,
2024-06-23,
2024-06-24,35.0464
2024-06-25,35.1702
2024-06-26,35.2869
2024-06-27,35.1801
2024-06-28,35.1212
2024-06-29,
2024-06-30,
2024-07-01,35.1284
2024-07-02,35.0939
2024-07-03,34.9759
2024-07-04,34.9499
2024-07-05,35.0933
2024-07-06,
2024-07-07,
2024-07-08,35.3205
2024-07-09,35.3604
2024-07-10,35.4241
2024-07-11,35.5812
2024-07-12,35.6229
2024-07-13,
2024-07-14,
2024-07-15,
2024-07-16,35.8082
2024-07-17,35.9882
2024-07-18,36.0984
2024-07-19,36.1143
2024-07-20,
2024-07-21,
2024-07-22,35.9251
2024-07-23,35.8679
2024-07-24,35.7444
2024-07-25,35.5656
2024-07-26,35.7759
2024-07-27,
2024-07-28,
2024-07-29,35.7732
2024-07-30,35.711
2024-07-31,35.7612
2024-08-01,35.8145
2024-08-02,35.7005
2024-08-03,
2024-08-04,
2024-08-05,35.7726
2024-08-06,36.3998
2024-08-07,36.4783
2024-08-08,36.5731
2024-08-09,36.5702
2024-08-10,
2024-08-11,
2024-08-12,36.5382
2024-08-13,36.5777
2024-08-14,36.5968
2024-08-15,36.886
2024-08-16,36.9715
2024-08-17,
2024-08-18,
2024-08-19,36.9281
2024-08-20,37.1497
2024-08-21,37.3963
2024-08-22,37.6305
2024-08-23,37.7158
2024-08-24,
2024-08-25,
2024-08-26,37.6852
2024-08-27,37.9171
2024-08-28,37.9118
2024-08-29,37.8261
2024-08-30,
2024-08-31,
2024-09-01,
2024-09-02,37.6723
2024-09-03,37.5346
2024-09-04,37.4322
2024-09-05,37.5501
2024-09-06,37.616
2024-09-07,
2024-09-08,
2024-09-09,37.6683
2024-09-10,37.5419
2024-09-11,37.5231
2024-09-12,37.4837
2024-09-13,37.3343
2024-09-14,
2024-09-15,
2024-09-16,37.4964
2024-09-17,37.6852
2024-09-18,37.8255
2024-09-19,37.8693
2024-09-20,37.9182
2024-09-21,
2024-09-22,
2024-09-23,37.9058
2024-09-24,37.8615
2024-09-25,37.9305
2024-09-26,38.1426
2024-09-27,38.0092
2024-09-28,
2024-09-29,
2024-09-30,38.018
2024-10-01,38.1714
2024-10-02,37.889
2024-10-03,37.808
2024-10-04,37.6544
2024-10-05,
2024-10-06,
2024-10-07,37.6516
2024-10-08,37.4998
2024-10-09,37.5932
2024-10-10,37.4829
2024-10-11,37.3463
2024-10-12,
2024-10-13,
2024-10-14,37.373
2024-10-15,37.3644
2024-10-16,37.2908
2024-10-17,37.1938
2024-10-18,37.0392
2024-10-19,
2024-10-20,
2024-10-21,37.0621
2024-10-22,37.0871
2024-10-23,37.0035
2024-10-24,36.8722
2024-10-25,36.9095
2024-10-26,
2024-10-27,
2024-10-28,36.9993
2024-10-29,
2024-10-30,36.9993
2024-10-31,37.0474
2024-11-01,37.1235
2024-11-02,
2024-11-03,
2024-11-04,37.1848
2024-11-05,37.3528
2024-11-06,37.3363
2024-11-07,36.7154
2024-11-08,36.7576
2024-11-09,
2024-11-10,
2024-11-11,36.9321
2024-11-12,36.6384
2024-11-13,36.4642
2024-11-14,36.4323
2024-11-15,36.1255
2024-11-16,
2024-11-17,
2024-11-18,36.2766
2024-11-19,36.3227
2024-11-20,36.4813
2024-11-21,36.3826
2024-11-22,36.2759
2024-11-23,
2024-11-24,
2024-11-25,35.9849
2024-11-26,36.1612
2024-11-27,36.2891
2024-11-28,36.3371
2024-11-29,36.4509
2024-11-30,
2024-12-01,
2024-12-02,36.5473
2024-12-03,36.4313
2024-12-04,36.4494
2024-12-05,36.439
2024-12-06,36.5136
2024-12-07,
2024-12-08,
2024-12-09,36.7174
2024-12-10,36.715
2024-12-11,36.6602
2024-12-12,36.5548
2024-12-13,36.5873
2024-12-14,
2024-12-15,
2024-12-16,36.5216
2024-12-17,36.6498
2024-12-18,36.6424
2024-12-19,36.6959
2024-12-20,36.4134
2024-12-21,
2024-12-22,
2024-12-23,36.4162
2024-12-24,36.5473
2024-12-25,36.5693
2024-12-26,36.6592
2024-12-27,36.6076
2024-12-28,
2024-12-29,
2024-12-30,36.6134
2024-12-31,36.7429
2025-01-01,
2025-01-02,36.7362
2025-01-03,36.4804
2025-01-04,
2025-01-05,
2025-01-06,36.2762
2025-01-07,36.5264
2025-01-08,36.7501
2025-01-09,36.459
2025-01-10,36.3567
2025-01-11,
2025-01-12,
2025-01-13,36.3871
2025-01-14,36.1555
2025-01-15,36.3401
2025-01-16,36.5032
2025-01-17,36.4274
2025-01-18,
2025-01-19,
2025-01-20,36.4604
2025-01-21,36.6347
2025-01-22,36.832
2025-01-23,37.1109
2025-01-24,37.0294
2025-01-25,
2025-01-26,
2025-01-27,37.3073
2025-01-28,37.3915
2025-01-29,37.2335
2025-01-30,37.1865
2025-01-31,37.1844
2025-02-01,
2025-02-02,
2025-02-03,37.1461
2025-02-04,36.763
2025-02-05,37.0822
2025-02-06,37.3222
2025-02-07,37.1584
2025-02-08,
2025-02-09,
2025-02-10,37.2933
2025-02-11,37.1016
2025-02-12,37.0881
2025-02-13,37.3666
2025-02-14,37.5557
2025-02-15,
2025-02-16,
2025-02-17,37.7997
2025-02-18,37.8966
2025-02-19,37.8678
2025-02-20,37.812
2025-02-21,37.8218
2025-02-22,
2025-02-23,
2025-02-24,38.0381
2025-02-25,38.1135
2025-02-26,38.1144
2025-02-27,38.1763
2025-02-28,38.104
2025-03-01,
2025-03-02,
2025-03-03,37.8234
2025-03-04,37.9507
2025-03-05,38.2606
2025-03-06,38.8476
2025-03-07,39.2821
2025-03-08,
2025-03-09,
2025-03-10,39.387
2025-03-11,39.5144
2025-03-12,39.7755
2025-03-13,39.8506
2025-03-14,39.7179
2025-03-15,
2025-03-16,
2025-03-17,39.6843
2025-03-18,39.8766
2025-03-19,40.0133
2025-03-20,41.4214
2025-03-21,41.1915
2025-03-22,
2025-03-23,
2025-03-24,41.0195
2025-03-25,41.04
2025-03-26,40.9489
2025-03-27,40.9326
2025-03-28,40.874
2025-03-29,
2025-03-30,
2025-03-31,
2025-04-01,
2025-04-02,40.7019
2025-04-03,40.8746
2025-04-04,41.74
2025-04-05,
2025-04-06,
2025-04-07,41.7115
2025-04-08,41.6552
2025-04-09,41.4822
2025-04-10,41.871
2025-04-11,41.8133
2025-04-12,
2025-04-13,
2025-04-14,43.0405
2025-04-15,43.2496
2025-04-16,43.101
2025-04-17,43.2457
2025-04-18,43.2644
2025-04-19,
2025-04-20,
2025-04-21,43.2143
2025-04-22,43.9857
2025-04-23,
2025-04-24,43.8343
2025-04-25,43.485
2025-04-26,
2025-04-27,
2025-04-28,43.4132
2025-04-29,43.5309
2025-04-30,43.6858
2025-05-01,
2025-05-02,43.6361
2025-05-03,
2025-05-04,
2025-05-05,43.496
2025-05-06,43.6421
2025-05-07,43.6354
2025-05-08,43.809
2025-05-09,43.5242
2025-05-10,
2025-05-11,
2025-05-12,43.3914
2025-05-13,43.0404
2025-05-14,43.0087
2025-05-15,43.4288
2025-05-16,43.2847
2025-05-17,
2025-05-18,
2025-05-19,
2025-05-20,43.2309
2025-05-21,43.6422
2025-05-22,43.9134
2025-05-23,43.8666
2025-05-24,
2025-05-25,
2025-05-26,44.0028
2025-05-27,44.2855
2025-05-28,44.1526
2025-05-29,44.1399
2025-05-30,43.9996
2025-05-31,
2025-06-01,
2025-06-02,44.2706
2025-06-03,44.6554
2025-06-04,44.5878
2025-06-05,44.4673
2025-06-06,
2025-06-07,
2025-06-08,
2025-06-09,
2025-06-10,44.4673
2025-06-11,44.6599
2025-06-12,44.7047
2025-06-13,45.3249
2025-06-14,
2025-06-15,
2025-06-16,45.2384
2025-06-17,45.5225
2025-06-18,45.4312
2025-06-19,45.357
2025-06-20,45.2939
2025-06-21,
2025-06-22,
2025-06-23,45.5548
2025-06-24,45.526
2025-06-25,45.8819
2025-06-26,45.9946
2025-06-27,46.4941
2025-06-28,
2025-06-29,
2025-06-30,46.5526
2025-07-01,46.6074
2025-07-02,46.9375
2025-07-03,46.7606
2025-07-04,46.8004
2025-07-05,
2025-07-06,
2025-07-07,46.7222
2025-07-08,46.8302
2025-07-09,46.8836
2025-07-10,46.7923
2025-07-11,46.8833
2025-07-12,
2025-07-13,
2025-07-14,46.7575
2025-07-15,
2025-07-16,46.8415
2025-07-17,46.6624
2025-07-18,46.5844
2025-07-19,
2025-07-20,
2025-07-21,46.7999
2025-07-22,46.9527
2025-07-23,47.1822
2025-07-24,47.3692
2025-07-25,47.4843
2025-07-26,
2025-07-27,
2025-07-28,47.4217
2025-07-29,47.2531
2025-07-30,46.8015
2025-07-31,46.7684
2025-08-01,46.374
2025-08-02,
2025-08-03,
2025-08-04,46.2407
2025-08-05,46.9544
2025-08-06,46.8689
2025-08-07,47.0414
2025-08-08,47.3672
2025-08-09,
2025-08-10,
2025-08-11,47.2245
2025-08-12,47.326
2025-08-13,47.1846
2025-08-14,47.6222
2025-08-15,47.5612
2025-08-16,
2025-08-17,
2025-08-18,47.5864
2025-08-19,47.6755
2025-08-20,47.6745
2025-08-21,47.5457
2025-08-22,47.5904
2025-08-23,
2025-08-24,
2025-08-25,47.3729
2025-08-26,47.8773
2025-08-27,47.6318
2025-08-28,47.4965
2025-08-29,47.7444
2025-08-30,
2025-08-31,
2025-09-01,47.7841
2025-09-02,48.1101
2025-09-03,47.8603
2025-09-04,47.8487
2025-09-05,47.8704
2025-09-06,
2025-09-07,
2025-09-08,48.0133
2025-09-09,48.2995
2025-09-10,48.4281
2025-09-11,48.2165
2025-09-12,48.1672
2025-09-13,
2025-09-14,
2025-09-15,48.3351
2025-09-16,48.444
2025-09-17,48.6615
2025-09-18,48.8181
2025-09-19,48.7706
2025-09-20,
2025-09-21,
2025-09-22,48.4889
2025-09-23,48.582
2025-09-24,48.7644
2025-09-25,48.6935
2025-09-26,48.607
2025-09-27,
2025-09-28,
2025-09-29,48.3509
2025-09-30,48.6479
2025-10-01,48.7512
2025-10-02,48.7508
2025-10-03,48.7985
2025-10-04,
2025-10-05,
2025-10-06,48.7205
2025-10-07,48.58
2025-10-08,48.5809
2025-10-09,48.3879
2025-10-10,48.3704
2025-10-11,
2025-10-12,
2025-10-13,48.1872
2025-10-14,48.3565
2025-10-15,48.2476
2025-10-16,48.5717
2025-10-17,48.6885
2025-10-18,
2025-10-19,
2025-10-20,48.8859
2025-10-21,48.8255
2025-10-22,48.6813
